Order ID,Customer Name,Category,Sub Category,Cities,Order Date,Region,Sales,Discount,Profit,States,Postal Code
OD2814,Mathew,"Eggs, Meat & Fish",Eggs,Hartford,9/23/2015,Northeast,1889,0.23,453.36,Indiana,IN
OD2815,Yadav,Oil & Masala,Masalas,Honolulu,7/23/2016,West,864,0.16,259.2,Massachusetts,MA
OD2816,Ridhesh,"Eggs, Meat & Fish",Fish,Boise,3/21/2018,West,1360,0.21,326.4,Ohio,OH
OD2817,Ravi,Food Grains,Cereals,Birmingham,8/24/2016,South,1824,0.26,802.56,South Dakota,SD
OD2818,Sabeela,Oil & Masala,Masalas,Minneapolis,12/04/2018,Midwest,2099,0.28,881.58,Utah,UT
OD2819,Suresh,Fruits & Veggies,Organic Vegetables,Kansas City,09/09/2015,Midwest,2145,0.11,493.35,New Mexico,NM
OD2820,Shah,Fruits & Veggies,Fresh Vegetables,Little Rock,8/24/2016,South,547,0.22,82.05,Colorado,CO
OD2821,Esther,Bakery,Breads & Buns,New Orleans,11/10/2017,South,1145,0.35,137.4,Alabama,AL
OD2822,Veronica,Fruits & Veggies,Organic Vegetables,Boston,7/25/2018,Northeast,815,0.34,285.25,Nebraska,NE
OD2823,Veronica,"Eggs, Meat & Fish",Mutton,Baltimore,09/04/2018,South,2291,0.27,458.2,Florida,FL
OD2824,Surya,Food Grains,Rice,Atlanta,09/04/2018,South,671,0.13,33.55,California,CA
OD2825,Ramesh,Beverages,Soft Drinks,Anchorage,5/18/2015,West,757,0.15,113.55,Mississippi,MS
OD2826,Harish,Food Grains,Flour,Louisville,5/15/2017,South,668,0.23,80.16,Wisconsin,WI
OD2827,Arvind,Beverages,Soft Drinks,Chicago,1/19/2018,Midwest,1791,0.18,125.37,Alaska,AK
OD2828,Sabeela,Beverages,Health Drinks,Des Moines,7/25/2018,Midwest,1165,0.35,267.95,Kansas,KS
OD2829,Harish,Bakery,Breads & Buns,Wilmington,10/05/2015,South,1051,0.2,388.87,Montana,MT
OD2830,Suresh,"Eggs, Meat & Fish",Chicken,Jackson,12/29/2015,South,896,0.33,340.48,Missouri,MO
OD2831,Esther,Beverages,Soft Drinks,Indianapolis,6/16/2018,Midwest,1042,0.13,177.14,Idaho,ID
OD2832,Suresh,Snacks,Chocolates,Phoenix,05/10/2015,West,1272,0.17,343.44,Minnesota,MN
OD2833,Peer,Fruits & Veggies,Fresh Fruits,Denver,12/05/2016,West,2438,0.12,341.32,Vermont,VT
OD2834,Hafiz,Food Grains,Flour,Los Angeles,2/25/2017,West,2258,0.18,699.98,Louisiana,LA
OD2835,Shah,Oil & Masala,Spices,Portland,9/17/2017,Northeast,2296,0.14,298.48,Virginia,VA
OD2836,Jonas,Beverages,Soft Drinks,Wichita,7/25/2018,West,734,0.17,286.26,Wyoming,WY
OD2837,Suresh,Bakery,Cakes,Miami,11/10/2017,South,2439,0.25,1073.16,Georgia,GA
OD2838,Malik,Food Grains,Rice,Detroit,9/25/2018,Midwest,1287,0.18,77.22,Nevada,NV
OD2839,Amrish,Bakery,Biscuits,Hartford,11/27/2018,Northeast,1733,0.15,450.58,Oregon,OR
OD2840,Jonas,Snacks,Cookies,Honolulu,11/05/2018,West,1424,0.17,356,Arkansas,AR
OD2841,Sharon,Food Grains,Organic Staples,Boise,03/05/2015,West,2433,0.24,608.25,West Virginia,WV
OD2842,Komal,"Eggs, Meat & Fish",Mutton,Birmingham,03/11/2015,South,1008,0.1,423.36,Kentucky,KY
OD2843,Willams,Oil & Masala,Edible Oil & Ghee,Minneapolis,3/26/2016,Midwest,1075,0.25,268.75,Illinois,IL
OD2844,Vince,Snacks,Cookies,Kansas City,9/16/2018,Midwest,1599,0.12,303.81,Pennsylvania,PA
OD2845,Alan,Bakery,Breads & Buns,Little Rock,12/01/2015,South,1230,0.29,430.5,Connecticut,CT
OD2846,Rumaiza,"Eggs, Meat & Fish",Chicken,New Orleans,9/22/2018,South,954,0.19,381.6,Tennessee,TN
OD2847,Ram,Food Grains,Cereals,Boston,8/24/2018,Northeast,1526,0.14,167.86,Michigan,MI
OD2848,Alan,Beverages,Health Drinks,Baltimore,9/22/2018,South,561,0.12,100.98,Maryland,MD
OD2849,Harish,Bakery,Breads & Buns,Atlanta,09/04/2018,South,1976,0.23,671.84,Iowa,IA
OD2850,Hussain,"Eggs, Meat & Fish",Fish,Anchorage,9/13/2015,West,918,0.21,137.7,New Jersey,NJ
OD2851,Anu,Oil & Masala,Edible Oil & Ghee,Louisville,12/15/2017,South,2065,0.26,805.35,New Hampshire,NH
OD2852,Ganesh,Food Grains,Flour,Chicago,8/19/2015,Midwest,1606,0.3,690.58,Rhode Island,RI
OD2853,Shree,Bakery,Breads & Buns,Des Moines,09/04/2018,Midwest,2448,0.3,734.4,Maine,ME
OD2854,Harish,Oil & Masala,Masalas,Wilmington,6/21/2018,South,1182,0.35,460.98,North Carolina,NC
OD2855,Willams,Food Grains,Cereals,Jackson,12/05/2016,South,1563,0.35,656.46,Oklahoma,OK
OD2856,Ravi,"Eggs, Meat & Fish",Eggs,Indianapolis,9/26/2016,Midwest,839,0.25,50.34,Washington,WA
OD2857,Sudha,Food Grains,Organic Staples,Phoenix,11/18/2015,West,720,0.24,216,South Carolina,SC
OD2858,Sundar,Bakery,Breads & Buns,Denver,11/26/2017,West,921,0.24,147.36,Hawaii,HI
OD2859,Harish,Bakery,Biscuits,Los Angeles,11/03/2017,West,691,0.29,48.37,New York,NY
OD2860,Rumaiza,Beverages,Soft Drinks,Portland,12/29/2018,Northeast,988,0.32,355.68,Arizona,AZ
OD2861,Ramesh,"Eggs, Meat & Fish",Mutton,Wichita,12/29/2018,West,1884,0.19,584.04,North Dakota,ND
OD2862,Roshan,"Eggs, Meat & Fish",Mutton,Miami,11/14/2017,South,1645,0.24,115.15,Delaware,DE
OD2863,Sundar,Fruits & Veggies,Organic Vegetables,Detroit,12/09/2018,Midwest,1297,0.33,479.89,Texas,TX
OD2864,Amrish,Beverages,Soft Drinks,Hartford,12/19/2015,Northeast,665,0.34,246.05,Indiana,IN
OD2865,Vince,Snacks,Cookies,Honolulu,05/01/2017,West,1020,0.14,306,Massachusetts,MA
OD2866,Esther,Oil & Masala,Edible Oil & Ghee,Boise,05/05/2015,West,2240,0.13,918.4,Ohio,OH
OD2867,Rumaiza,Beverages,Soft Drinks,Birmingham,3/29/2016,South,2257,0.28,857.66,South Dakota,SD
OD2868,Haseena,Beverages,Health Drinks,Minneapolis,11/14/2017,Midwest,1122,0.14,157.08,Utah,UT
OD2869,Krithika,Food Grains,Cereals,Kansas City,12/09/2018,Midwest,2374,0.32,284.88,New Mexico,NM
OD2870,Yusuf,Snacks,Chocolates,Little Rock,3/27/2018,South,904,0.19,153.68,Colorado,CO
OD2871,Roshan,Snacks,Noodles,New Orleans,3/16/2016,South,959,0.15,95.9,Alabama,AL
OD2872,Harish,Oil & Masala,Masalas,Boston,12/09/2018,Northeast,561,0.23,145.86,Nebraska,NE
OD2873,Vince,Bakery,Breads & Buns,Baltimore,3/27/2018,South,534,0.15,208.26,Florida,FL
OD2874,Suresh,Fruits & Veggies,Organic Vegetables,Atlanta,05/01/2017,South,773,0.3,123.68,California,CA
OD2875,James,Beverages,Health Drinks,Anchorage,9/23/2018,West,2396,0.3,119.8,Mississippi,MS
OD2876,Anu,Oil & Masala,Masalas,Louisville,05/05/2015,South,1898,0.19,360.62,Wisconsin,WI
OD2877,Veena,Bakery,Biscuits,Chicago,8/27/2015,Midwest,779,0.27,109.06,Alaska,AK
OD2878,Shree,Beverages,Health Drinks,Des Moines,11/08/2016,Midwest,1409,0.14,211.35,Kansas,KS
OD2879,Roshan,Food Grains,Flour,Wilmington,9/27/2017,South,690,0.22,48.3,Montana,MT
OD2880,Rumaiza,Food Grains,Flour,Jackson,12/17/2015,South,1135,0.26,249.7,Missouri,MO
OD2881,Alan,Food Grains,Rice,Indianapolis,6/30/2017,Midwest,2406,0.27,625.56,Idaho,ID
OD2882,Vince,Oil & Masala,Edible Oil & Ghee,Phoenix,11/03/2017,West,558,0.11,189.72,Minnesota,MN
OD2883,Ganesh,"Eggs, Meat & Fish",Chicken,Denver,4/29/2015,West,1243,0.28,198.88,Vermont,VT
OD2884,Jonas,Food Grains,Flour,Los Angeles,4/19/2015,West,2287,0.33,343.05,Louisiana,LA
OD2885,Ganesh,"Eggs, Meat & Fish",Fish,Portland,05/01/2017,Northeast,743,0.11,104.02,Virginia,VA
OD2886,Ram,Bakery,Biscuits,Wichita,9/27/2017,West,2081,0.23,811.59,Wyoming,WY
OD2887,Hafiz,Food Grains,Rice,Miami,05/05/2015,South,2155,0.12,754.25,Georgia,GA
OD2888,Hussain,Beverages,Soft Drinks,Detroit,12/25/2018,Midwest,1536,0.2,291.84,Nevada,NV
OD2889,Arvind,Snacks,Noodles,Hartford,9/14/2016,Northeast,989,0.35,168.13,Oregon,OR
OD2890,Haseena,Fruits & Veggies,Fresh Fruits,Honolulu,3/27/2018,West,886,0.29,256.94,Arkansas,AR
OD2891,Ganesh,Bakery,Breads & Buns,Boise,09/11/2018,West,829,0.27,157.51,West Virginia,WV
OD2892,Sudha,"Eggs, Meat & Fish",Chicken,Birmingham,03/01/2016,South,1784,0.26,499.52,Kentucky,KY
OD2893,Verma,Snacks,Chocolates,Minneapolis,12/09/2018,Midwest,1534,0.24,291.46,Illinois,IL
OD2894,Veronica,Oil & Masala,Spices,Kansas City,09/11/2018,Midwest,1486,0.21,297.2,Pennsylvania,PA
OD2895,Harish,Beverages,Soft Drinks,Little Rock,11/03/2017,South,1559,0.28,265.03,Connecticut,CT
OD2896,Suresh,Fruits & Veggies,Organic Vegetables,New Orleans,3/27/2018,South,1522,0.18,395.72,Tennessee,TN
OD2897,Ramesh,Food Grains,Rice,Boston,12/09/2018,Northeast,1227,0.34,441.72,Michigan,MI
OD2898,Malik,Bakery,Biscuits,Baltimore,11/08/2016,South,1155,0.11,473.55,Maryland,MD
OD2899,Yadav,"Eggs, Meat & Fish",Mutton,Atlanta,12/25/2016,South,1231,0.17,147.72,Iowa,IA
OD2900,Willams,Bakery,Biscuits,Anchorage,3/16/2016,West,965,0.33,328.1,New Jersey,NJ
OD2901,Komal,Snacks,Cookies,Louisville,9/23/2017,South,1422,0.35,597.24,New Hampshire,NH
OD2902,Aditi,Beverages,Health Drinks,Chicago,4/14/2017,Midwest,1567,0.26,564.12,Rhode Island,RI
OD2903,Anu,"Eggs, Meat & Fish",Chicken,Des Moines,12/19/2015,Midwest,785,0.23,337.55,Maine,ME
OD2904,Mathew,Snacks,Cookies,Wilmington,12/21/2018,South,1390,0.15,583.8,North Carolina,NC
OD2905,James,Snacks,Chocolates,Jackson,6/29/2017,South,1887,0.12,207.57,Oklahoma,OK
OD2906,Harish,Snacks,Chocolates,Indianapolis,11/08/2016,Midwest,1273,0.34,63.65,Washington,WA
OD2907,Rumaiza,Oil & Masala,Edible Oil & Ghee,Phoenix,05/09/2017,West,2493,0.1,673.11,South Carolina,SC
OD2908,Sabeela,"Eggs, Meat & Fish",Mutton,Denver,11/19/2018,West,681,0.23,245.16,Hawaii,HI
OD2909,Surya,Fruits & Veggies,Fresh Vegetables,Los Angeles,02/02/2017,West,1655,0.3,612.35,New York,NY
OD2910,Suresh,Beverages,Health Drinks,Portland,11/25/2018,Northeast,2195,0.22,285.35,Arizona,AZ
OD2911,Sudeep,Oil & Masala,Spices,Wichita,12/05/2017,West,2100,0.14,315,North Dakota,ND
OD2912,Ganesh,Bakery,Breads & Buns,Miami,4/19/2015,South,2341,0.15,749.12,Delaware,DE
OD2913,Surya,Food Grains,Flour,Detroit,11/13/2018,Midwest,1585,0.31,634,Texas,TX
OD2914,Surya,Food Grains,Flour,Hartford,12/23/2015,Northeast,1853,0.29,796.79,Indiana,IN
OD2915,Veena,Fruits & Veggies,Fresh Fruits,Honolulu,12/22/2018,West,2451,0.21,318.63,Massachusetts,MA
OD2916,Mathew,Food Grains,Organic Staples,Boise,8/25/2018,West,2099,0.29,314.85,Ohio,OH
OD2917,Verma,Fruits & Veggies,Organic Fruits,Birmingham,10/22/2016,South,2315,0.28,972.3,South Dakota,SD
OD2918,James,Beverages,Health Drinks,Minneapolis,7/29/2018,Midwest,1512,0.26,241.92,Utah,UT
OD2919,Verma,Fruits & Veggies,Organic Fruits,Kansas City,09/04/2017,Midwest,1413,0.3,452.16,New Mexico,NM
OD2920,Komal,Bakery,Biscuits,Little Rock,8/25/2018,South,741,0.1,51.87,Colorado,CO
OD2921,Ganesh,Bakery,Biscuits,New Orleans,09/04/2017,South,1363,0.1,558.83,Alabama,AL
OD2922,Yadav,Food Grains,Cereals,Boston,8/29/2015,Northeast,1718,0.24,360.78,Nebraska,NE
OD2923,Sheeba,Bakery,Breads & Buns,Baltimore,03/09/2016,South,1546,0.26,108.22,Florida,FL
OD2924,Veena,Fruits & Veggies,Organic Vegetables,Atlanta,04/11/2015,South,1374,0.32,590.82,California,CA
OD2925,Alan,Food Grains,Rice,Anchorage,8/23/2018,West,2347,0.16,704.1,Mississippi,MS
OD2926,Komal,"Eggs, Meat & Fish",Chicken,Louisville,12/23/2015,South,1297,0.23,570.68,Wisconsin,WI
OD2927,Mathew,Bakery,Breads & Buns,Chicago,10/28/2018,Midwest,831,0.28,257.61,Alaska,AK
OD2928,Hussain,Bakery,Breads & Buns,Des Moines,11/06/2018,Midwest,1506,0.32,677.7,Kansas,KS
OD2929,Peer,Snacks,Noodles,Wilmington,3/18/2017,South,1171,0.18,363.01,Montana,MT
OD2930,Vidya,Oil & Masala,Edible Oil & Ghee,Jackson,7/29/2018,South,689,0.1,172.25,Missouri,MO
OD2931,Esther,Oil & Masala,Edible Oil & Ghee,Indianapolis,09/05/2017,Midwest,580,0.28,29,Idaho,ID
OD2932,Vince,"Eggs, Meat & Fish",Eggs,Phoenix,04/11/2015,West,2221,0.11,155.47,Minnesota,MN
OD2933,Vince,Food Grains,Flour,Denver,12/23/2015,West,2377,0.23,499.17,Vermont,VT
OD2934,Veena,"Eggs, Meat & Fish",Mutton,Los Angeles,10/28/2018,West,1353,0.32,148.83,Louisiana,LA
OD2935,Vince,Food Grains,Flour,Portland,8/13/2017,Northeast,2449,0.29,930.62,Virginia,VA
OD2936,Sabeela,Fruits & Veggies,Fresh Vegetables,Wichita,11/03/2018,West,2430,0.33,704.7,Wyoming,WY
OD2937,Muneer,"Eggs, Meat & Fish",Eggs,Miami,09/05/2017,South,2453,0.14,466.07,Georgia,GA
OD2938,Amrish,Snacks,Noodles,Detroit,09/04/2017,Midwest,1857,0.27,315.69,Nevada,NV
OD2939,Suresh,Bakery,Breads & Buns,Hartford,11/13/2018,Northeast,1914,0.34,153.12,Oregon,OR
OD2940,Malik,Bakery,Biscuits,Honolulu,8/22/2015,West,853,0.31,110.89,Arkansas,AR
OD2941,Sundar,Fruits & Veggies,Fresh Fruits,Boise,8/27/2018,West,1807,0.11,289.12,West Virginia,WV
OD2942,James,"Eggs, Meat & Fish",Eggs,Birmingham,12/04/2016,South,1571,0.2,518.43,Kentucky,KY
OD2943,Shah,Bakery,Breads & Buns,Minneapolis,11/06/2018,Midwest,2280,0.24,159.6,Illinois,IL
OD2944,Amy,Beverages,Health Drinks,Kansas City,11/13/2018,Midwest,1567,0.32,673.81,Pennsylvania,PA
OD2945,James,"Eggs, Meat & Fish",Fish,Little Rock,8/23/2018,South,1839,0.29,588.48,Connecticut,CT
OD2946,Sharon,Beverages,Health Drinks,New Orleans,5/27/2018,South,794,0.12,230.26,Tennessee,TN
OD2947,Krithika,Oil & Masala,Edible Oil & Ghee,Boston,12/23/2015,Northeast,2374,0.26,593.5,Michigan,MI
OD2948,Jonas,Food Grains,Rice,Baltimore,8/23/2018,South,1049,0.23,230.78,Maryland,MD
OD2949,Jonas,Snacks,Chocolates,Atlanta,10/31/2017,South,1826,0.35,109.56,Iowa,IA
OD2950,Malik,Fruits & Veggies,Organic Vegetables,Anchorage,11/06/2018,West,1077,0.12,463.11,New Jersey,NJ
OD2951,Jonas,Food Grains,Rice,Louisville,8/31/2018,South,2184,0.32,764.4,New Hampshire,NH
OD2952,Roshan,Beverages,Health Drinks,Chicago,10/01/2017,Midwest,1463,0.33,160.93,Rhode Island,RI
OD2953,Roshan,"Eggs, Meat & Fish",Fish,Des Moines,10/21/2017,Midwest,1474,0.27,132.66,Maine,ME
OD2954,Sundar,Oil & Masala,Spices,Wilmington,5/15/2017,South,1499,0.12,89.94,North Carolina,NC
OD2955,Vidya,Food Grains,Rice,Jackson,10/01/2017,South,1216,0.25,474.24,Oklahoma,OK
OD2956,Vince,Beverages,Health Drinks,Indianapolis,8/29/2015,Midwest,945,0.35,160.65,Washington,WA
OD2957,Jackson,Bakery,Cakes,Phoenix,12/04/2016,West,1916,0.2,402.36,South Carolina,SC
OD2958,Jackson,"Eggs, Meat & Fish",Chicken,Denver,09/05/2017,West,1657,0.13,331.4,Hawaii,HI
OD2959,Yusuf,Beverages,Health Drinks,Los Angeles,11/06/2018,West,1222,0.2,281.06,New York,NY
OD2960,Sheeba,Food Grains,Rice,Portland,8/13/2017,Northeast,2397,0.25,958.8,Arizona,AZ
OD2961,Ramesh,Bakery,Biscuits,Wichita,12/12/2016,West,2181,0.17,261.72,North Dakota,ND
OD2962,Veena,"Eggs, Meat & Fish",Eggs,Miami,12/20/2015,South,1591,0.19,556.85,Delaware,DE
OD2963,Sudeep,"Eggs, Meat & Fish",Chicken,Detroit,01/07/2018,Midwest,970,0.15,48.5,Texas,TX
OD2964,Jackson,Beverages,Health Drinks,Hartford,6/24/2018,Northeast,1350,0.31,256.5,Indiana,IN
OD2965,Ridhesh,Snacks,Cookies,Honolulu,9/29/2017,West,1364,0.12,381.92,Massachusetts,MA
OD2966,Sundar,Oil & Masala,Spices,Boise,3/28/2017,West,530,0.3,190.8,Ohio,OH
OD2967,Haseena,Fruits & Veggies,Fresh Vegetables,Birmingham,07/07/2017,South,1779,0.23,142.32,South Dakota,SD
OD2968,Jackson,Beverages,Soft Drinks,Minneapolis,6/24/2017,Midwest,1586,0.2,713.7,Utah,UT
OD2969,Vinne,Bakery,Breads & Buns,Kansas City,6/23/2017,Midwest,837,0.13,234.36,New Mexico,NM
OD2970,Alan,Oil & Masala,Masalas,Little Rock,8/26/2017,South,2292,0.19,183.36,Colorado,CO
OD2971,Ramesh,Food Grains,Organic Staples,New Orleans,12/29/2015,South,2213,0.16,531.12,Alabama,AL
OD2972,Ganesh,"Eggs, Meat & Fish",Eggs,Boston,6/17/2018,Northeast,1028,0.21,61.68,Nebraska,NE
OD2973,Verma,Beverages,Health Drinks,Baltimore,4/13/2016,South,814,0.35,48.84,Florida,FL
OD2974,Akash,Fruits & Veggies,Fresh Fruits,Atlanta,05/04/2018,South,892,0.34,240.84,California,CA
OD2975,Veronica,Oil & Masala,Masalas,Anchorage,11/12/2018,West,1931,0.16,617.92,Mississippi,MS
OD2976,Anu,Food Grains,Flour,Louisville,9/23/2018,South,1210,0.1,217.8,Wisconsin,WI
OD2977,Suresh,"Eggs, Meat & Fish",Eggs,Chicago,09/09/2018,Midwest,2118,0.24,889.56,Alaska,AK
OD2978,Ganesh,Oil & Masala,Spices,Des Moines,12/20/2015,Midwest,2406,0.21,529.32,Kansas,KS
OD2979,Peer,Food Grains,Organic Staples,Wilmington,10/12/2018,South,661,0.11,257.79,Montana,MT
OD2980,Sudeep,Bakery,Biscuits,Jackson,9/24/2016,South,1372,0.2,274.4,Missouri,MO
OD2981,Sheeba,Oil & Masala,Edible Oil & Ghee,Indianapolis,7/25/2016,Midwest,1283,0.26,346.41,Idaho,ID
OD2982,Alan,Fruits & Veggies,Organic Fruits,Phoenix,12/13/2016,West,2073,0.22,497.52,Minnesota,MN
OD2983,Amy,Fruits & Veggies,Organic Vegetables,Denver,8/14/2018,West,967,0.3,367.46,Vermont,VT
OD2984,Jackson,"Eggs, Meat & Fish",Chicken,Los Angeles,04/01/2015,West,827,0.15,49.62,Louisiana,LA
OD2985,Esther,Food Grains,Flour,Portland,04/11/2016,Northeast,1808,0.2,216.96,Virginia,VA
OD2986,Ridhesh,Snacks,Chocolates,Wichita,2/15/2016,West,2167,0.14,303.38,Wyoming,WY
OD2987,Malik,Snacks,Cookies,Miami,11/22/2016,South,1449,0.15,623.07,Georgia,GA
OD2988,Ganesh,Beverages,Soft Drinks,Detroit,11/12/2018,Midwest,2351,0.32,399.67,Nevada,NV
OD2989,Alan,Fruits & Veggies,Fresh Vegetables,Hartford,10/23/2016,Northeast,1818,0.25,199.98,Oregon,OR
OD2990,James,Fruits & Veggies,Fresh Fruits,Honolulu,2/19/2017,West,785,0.28,78.5,Arkansas,AR
OD2991,Sharon,Beverages,Soft Drinks,Boise,12/10/2018,West,2481,0.28,372.15,West Virginia,WV
OD2992,Suresh,Snacks,Chocolates,Birmingham,12/08/2015,South,1479,0.17,473.28,Kentucky,KY
OD2993,Sudha,Bakery,Breads & Buns,Minneapolis,10/18/2015,Midwest,1097,0.15,87.76,Illinois,IL
OD2994,Shah,Beverages,Health Drinks,Kansas City,06/11/2018,Midwest,607,0.35,242.8,Pennsylvania,PA
OD2995,Muneer,Fruits & Veggies,Organic Fruits,Little Rock,7/27/2018,South,949,0.35,360.62,Connecticut,CT
OD2996,Sharon,"Eggs, Meat & Fish",Eggs,New Orleans,7/25/2016,South,1666,0.3,383.18,Tennessee,TN
OD2997,Shah,Food Grains,Organic Staples,Boston,3/23/2015,Northeast,1151,0.35,391.34,Michigan,MI
OD2998,Vince,"Eggs, Meat & Fish",Chicken,Baltimore,12/08/2017,South,1338,0.17,414.78,Maryland,MD
OD2999,Veena,Oil & Masala,Spices,Atlanta,06/11/2018,South,967,0.33,67.69,Iowa,IA
OD3000,Malik,Snacks,Noodles,Anchorage,7/17/2017,West,2200,0.26,396,New Jersey,NJ
OD3001,Arvind,Fruits & Veggies,Fresh Vegetables,Louisville,05/06/2018,South,1077,0.35,430.8,New Hampshire,NH
OD3002,Alan,Beverages,Soft Drinks,Chicago,6/24/2017,Midwest,2367,0.15,1065.15,Rhode Island,RI
OD3003,Arvind,Bakery,Breads & Buns,Des Moines,08/04/2015,Midwest,1075,0.14,301,Maine,ME
OD3004,Veena,Food Grains,Flour,Wilmington,09/01/2015,South,1306,0.1,195.9,North Carolina,NC
OD3005,Vinne,Food Grains,Organic Staples,Jackson,4/19/2017,South,985,0.33,275.8,Oklahoma,OK
OD3006,Veronica,Food Grains,Organic Staples,Indianapolis,11/05/2017,Midwest,527,0.32,126.48,Washington,WA
OD3007,Komal,Oil & Masala,Spices,Phoenix,09/02/2017,West,2194,0.34,987.3,South Carolina,SC
OD3008,Hafiz,Food Grains,Cereals,Denver,11/12/2018,West,1196,0.22,131.56,Hawaii,HI
OD3009,Haseena,Oil & Masala,Masalas,Los Angeles,6/23/2017,West,579,0.16,208.44,New York,NY
OD3010,Sheeba,Fruits & Veggies,Fresh Fruits,Portland,2/15/2016,Northeast,1609,0.35,257.44,Arizona,AZ
OD3011,Peer,Oil & Masala,Spices,Wichita,11/10/2017,West,2048,0.21,655.36,North Dakota,ND
OD3012,Ridhesh,"Eggs, Meat & Fish",Mutton,Miami,5/16/2017,South,2461,0.21,959.79,Delaware,DE
OD3013,Suresh,Snacks,Noodles,Detroit,09/12/2018,Midwest,2088,0.11,647.28,Texas,TX
OD3014,Sundar,Oil & Masala,Masalas,Hartford,01/06/2015,Northeast,2259,0.35,112.95,Indiana,IN
OD3015,Komal,Food Grains,Organic Staples,Honolulu,12/05/2018,West,1390,0.14,542.1,Massachusetts,MA
OD3016,James,Fruits & Veggies,Fresh Fruits,Boise,12/25/2016,West,814,0.14,276.76,Ohio,OH
OD3017,Hussain,Food Grains,Cereals,Birmingham,12/25/2016,South,1253,0.27,400.96,South Dakota,SD
OD3018,Jonas,Bakery,Cakes,Minneapolis,3/29/2016,Midwest,2093,0.28,732.55,Utah,UT
OD3019,Ram,"Eggs, Meat & Fish",Eggs,Kansas City,3/26/2017,Midwest,1915,0.2,210.65,New Mexico,NM
OD3020,Anu,Bakery,Cakes,Little Rock,06/12/2018,South,2144,0.14,150.08,Colorado,CO
OD3021,Ramesh,"Eggs, Meat & Fish",Fish,New Orleans,07/11/2016,South,2387,0.19,930.93,Alabama,AL
OD3022,Rumaiza,Beverages,Health Drinks,Boston,01/07/2018,Northeast,739,0.35,162.58,Nebraska,NE
OD3023,Haseena,Oil & Masala,Masalas,Baltimore,08/03/2018,South,556,0.27,244.64,Florida,FL
OD3024,Sharon,Snacks,Chocolates,Atlanta,11/22/2016,South,1174,0.16,117.4,California,CA
OD3025,Adavan,Snacks,Chocolates,Anchorage,12/12/2015,West,2230,0.19,468.3,Mississippi,MS
OD3026,Amrish,Oil & Masala,Spices,Louisville,11/06/2017,South,1325,0.14,79.5,Wisconsin,WI
OD3027,Rumaiza,Fruits & Veggies,Fresh Vegetables,Chicago,08/01/2018,Midwest,1905,0.27,476.25,Alaska,AK
OD3028,Suresh,"Eggs, Meat & Fish",Fish,Des Moines,12/08/2017,Midwest,2290,0.21,137.4,Kansas,KS
OD3029,Alan,Food Grains,Organic Staples,Wilmington,9/23/2018,South,593,0.21,166.04,Montana,MT
OD3030,Ganesh,Oil & Masala,Masalas,Jackson,4/16/2017,South,2448,0.29,538.56,Missouri,MO
OD3031,Arutra,Food Grains,Cereals,Indianapolis,11/10/2017,Midwest,1935,0.34,832.05,Idaho,ID
OD3032,Amy,Oil & Masala,Masalas,Phoenix,05/08/2018,West,1163,0.35,116.3,Minnesota,MN
OD3033,Vinne,Snacks,Chocolates,Denver,10/17/2018,West,1170,0.3,362.7,Vermont,VT
OD3034,Hafiz,Oil & Masala,Edible Oil & Ghee,Los Angeles,7/22/2015,West,1924,0.25,269.36,Louisiana,LA
OD3035,Sabeela,"Eggs, Meat & Fish",Chicken,Portland,10/25/2016,Northeast,2232,0.14,491.04,Virginia,VA
OD3036,Vinne,Bakery,Cakes,Wichita,12/12/2016,West,2031,0.3,162.48,Wyoming,WY
OD3037,Verma,Snacks,Noodles,Miami,10/23/2016,South,716,0.33,150.36,Georgia,GA
OD3038,Sharon,Food Grains,Cereals,Detroit,12/12/2016,Midwest,988,0.23,148.2,Nevada,NV
OD3039,Krithika,"Eggs, Meat & Fish",Fish,Hartford,12/20/2016,Northeast,1750,0.15,367.5,Oregon,OR
OD3040,Verma,Oil & Masala,Spices,Honolulu,4/19/2017,West,1547,0.12,123.76,Arkansas,AR
OD3041,Sabeela,"Eggs, Meat & Fish",Chicken,Boise,11/30/2016,West,1259,0.12,176.26,West Virginia,WV
OD3042,Sudeep,Bakery,Biscuits,Birmingham,2/21/2016,South,579,0.12,208.44,Kentucky,KY
OD3043,Verma,"Eggs, Meat & Fish",Mutton,Minneapolis,7/27/2018,Midwest,1304,0.13,573.76,Illinois,IL
OD3044,Kumar,"Eggs, Meat & Fish",Mutton,Kansas City,3/28/2017,Midwest,1677,0.35,620.49,Pennsylvania,PA
OD3045,Suresh,Fruits & Veggies,Organic Vegetables,Little Rock,11/10/2017,South,520,0.33,104,Connecticut,CT
OD3046,Sheeba,Food Grains,Rice,New Orleans,3/21/2018,South,1503,0.21,405.81,Tennessee,TN
OD3047,Sudeep,Oil & Masala,Spices,Boston,6/23/2017,Northeast,1198,0.13,419.3,Michigan,MI
OD3048,Vince,Food Grains,Rice,Baltimore,7/25/2015,South,559,0.29,156.52,Maryland,MD
OD3049,Ravi,Snacks,Cookies,Atlanta,12/17/2016,South,1163,0.28,220.97,Iowa,IA
OD3050,Kumar,Bakery,Biscuits,Anchorage,12/17/2016,West,1989,0.31,735.93,New Jersey,NJ
OD3051,Veronica,Bakery,Breads & Buns,Louisville,11/10/2017,South,1714,0.35,702.74,New Hampshire,NH
